Store Name,Address,Timings,Coordinates,Phone Number
Titan World,"Shop No 2, Kamshetty ComplexUdgir RoadBidar - 585401, ",Open until 09:00 PM,"(17.913194440135022, 77.52090500815915)","+917996680888	"
Titan World,"CTS No 989, Chadachan Complex, Ward No 3Gurukul RoadBijapur - 586101, ",Open until 08:30 PM,"(16.83363878968673, 75.71730120464194)","+919916688136	"
Titan World,"Darbar Complex, Station RoadKaulpetBagalkot - 587101, ",Open until 09:00 PM,"(16.174743039000077, 75.69066000000004)","+918354223377	"
Titan World,"No 3165, Khade BazaarSanyukta Maharashtra ChowkBelgaum - 590001, ",Open until 09:00 PM,"(15.863899559956085, 74.51372122817986)","+916363876063	"
Titan World,"No 24/2, Krishnai Arcade, Khanpur RoadTilakwadiBelgaum - 590006, ",Open until 09:00 PM,"(15.831225000000074, 74.50223850000003)","+918312451320	"
Titan World,"CS No 125, Block No 1/2, Green ParkMurugud RoadBelgaum - 591237, ",Open until 10:00 PM,"(16.39635180600004, 74.39067500000004)","+917700934451	"
Titan World,"Shop 21, 94/113, Prince Towers, Purusaiwalkam High RoadPurasaiwalkamChennai - 600010, ",Open until 09:00 PM,"(13.083620000000053, 80.23987888900007)","+914426403624	"
Titan World,"Old No 166, New No 72, Mannarswamy Koil StreetRoyapuramChennai - 600013, ",Open until 09:30 PM,"(13.108009986164049, 80.29156002229615)","+919940255888	"
Titan World,"Shop No 108, 1st Floor, Express Avenue, 49/50L, Whites RoadRoyapettahChennai - 600014, ",Open until 10:00 PM,"(13.055749993331617, 80.24771998647958)","+919841013742	"
Titan World,"No 20, Apex Chambers, Pondy BazarT NagarChennai - 600017, ",Open until 09:00 PM,"(13.050284333451579, 80.24695932483019)","+914424311793	"
Titan World,"No 138, Usman RoadT NagarChennai - 600017, ",Open until 09:00 PM,"(13.038579999952844, 80.23121995862164)","+914443506868	"
Titan World,"No 31, Gandhi Nagar, 1st Main RoadAdyarChennai - 600020, ",Open until 09:00 PM,"(13.00467713100005, 80.26248000000004)","+914443504949	"
Titan World,"No 189, NSK SalaiVadapalaniChennai - 600026, ",Open until 09:00 PM,"(13.049889995274086, 80.21019001501156)","+914442135030	"
Titan World,"PC3, Block No 2, Main RoadMogappair WestTiruvallur - 600037, ",Open until 09:30 PM,"(13.084439990615678, 80.17034001656356)","+914445574226	"
Titan World,"No 32B, New No 95, Ground Floor, ECR RoadThiruvanmiyurChennai - 600041, ",Open until 09:00 PM,"(12.987880005029908, 80.25492004130729)","+914442082627	"
Titan World,"No 25, Bypass Road, 100 Feet RoadVelacheryChennai - 600042, ",Open until 10:00 PM,"(12.986564470510721, 80.21802537725087)","+914443627142	"
Titan World,"G28A & 142, LGF, Phonix Market City, Velachery Main RoadVelacheryChennai - 600042, ",Open until 10:00 PM,"(12.991134242295328, 80.2197892231516)","+914461910099	"
Titan World,"No 127, GST RoadChrompetChennai - 600044, ",Open until 09:00 PM,"(12.95586000000003, 80.10746872500005)","+914443229677	"
Titan World,"No 27, Muthuranga Mudali StreetTambaram WestChennai - 600045, ",Open until 10:00 PM,"(12.92757230286608, 80.11739102723939)","+914422262632	"
Titan World,"No 1A & B, CTH Road, AmbatturShoba NagarChennai - 600053, ",Open until 09:30 PM,"(13.122741209443847, 80.16002688149578)","+914449523377	"
Titan World,"No 176, Puthu Koil Street, Selaiyur, Velacherry Main RoadMahalakshmi NagarChennai - 600073, ",Open until 10:00 PM,"(12.917004228214836, 80.1453899807665)","+914442857751	"
Titan World,"No 50, 70 Feet Road, Periyar NagarPeramburChennai - 600082, ",Open until 10:00 PM,"(13.117409997208696, 80.22857999439753)","+914442824411	"
Titan World,"No 34, Crown CourtCathedral RoadChennai - 600086, ",Open until 08:30 PM,"(13.04899000000006, 80.25354000000004)","+919940140139	"
Titan World,"No 5, Valasaravakkam, Arcot RoadIndra NagarTiruvallur - 600087, ",Open until 09:00 PM,"(13.0425610013624, 80.18133826863101)","+914424860133	"
Titan World,"No 45, Medavakkam Main RoadUllagaramChennai - 600091, ",Open until 09:00 PM,"(12.97442998409943, 80.19208996565646)","+914422247405	"
Titan World,"Shop No 1, KarapakkamSholinganallurChennai - 600096, ",Open until 09:00 PM,"(12.965311439000061, 80.23913000000005)","+919629264176	"
Titan World,"No 4/476, Velachery Main RoadMedavakkamChennai - 600100, ",Open until 09:00 PM,"(12.915163306000068, 80.20446000000004)","+914448635577	"
Titan World,"No 1/2, 2nd Avenue, B BlockAnnanagar EastChennai - 600102, ",Open until 09:00 PM,"(13.092980018394528, 80.22303000102892)","+914426220908	"
Titan World,"No 91, Balamurali Theater Complex, Poonamallee High RoadNerkundramChennai - 600107, ",Open until 09:00 PM,"(13.066970000000026, 80.19462666700008)","+914424797772	"
Titan World,"No 184, Mount Poonamallee RoadPorurChennai - 600116, ",Open until 09:00 PM,"(13.037680000000023, 80.15179628000004)","+914424828376	"
Titan World,"No 1, Ground Floor, Urapakkam, Thiruvalluvar Street, GST RdKilambakkamKanchipuram - 603210, ",Open until 09:00 PM,"(12.861149610180082, 80.06209478340625)","+914448045502	"
Titan World,"No 155, White TownMission StreetPuducherry - 605001, ",Open until 09:00 PM,"(11.934586933561516, 79.8309613710302)","+914134201233	"
Titan World,"No 85, Ground Floor, Villianur Main Road, Indira Gandhi SquareSithanada NagarPuducherry - 605005, ",Open until 09:30 PM,"(11.932825549145367, 79.80748757511654)","+916384599399	"
Titan World,"No 716, Maghalakshmi PlazaPJN RoadVillupuram - 605602, ",Open until 09:30 PM,"(11.935280000000034, 79.50524259500008)","+918056856789	"
Titan World,"No 85, Shree Complex, Mathalangulam St, Main RoadSathankulamTiruvannamalai - 606601, ",Open until 09:30 PM,"(12.237600075000046, 79.07298500000007)","+914175227700	"
Titan World,"No 6, Railway Flyover RoadSananthottamCuddalore - 607002, ",Open until 09:00 PM,"(55.40773000000007, 42.708920000000035)","+919489919316	"
Titan World,"No 86, Nageswaran North StreetAyekulamKumbakonam - 612001, ",Open until 09:30 PM,"(10.966967660000023, 79.38409500000006)","+914352433533	"
Titan World,"No 1475, South RampartRajakrisnapuramThanjavur - 613001, ",Open until 09:00 PM,"(10.789415000000076, 79.14970247800005)","436275692	"
Titan World,"No 1, 10th Cross, Medical College RoadMunicipal ColonyThanjavur - 613007, ",Open until 09:00 PM,"(10.774189997824934, 79.1221199925626)","+914362243333	"
Titan World,"No 5, Jenne PlazaBharathiyar SalaiTiruchirappalli - 620001, ",Open until 08:30 PM,"(10.794280108502589, 78.6832467512049)","+914312411975	"
Titan World,"No 35, Reynolds RoadCantonmentTiruchirappalli - 620001, ",Open until 09:00 PM,"(10.795030000000054, 78.67328275300008)","+914314340989	"
Titan World,"No 141, SRM ComplexSalai RoadTiruchirappalli - 620018, ",Open until 09:00 PM,"(45.70063753300008, 27.18209086400003)","+914314220989	"
Titan World,"TS No 1396, HM TowerNorth Main StreetPudukkottai - 622001, ",Open until 09:30 PM,"(10.386770009243286, 78.81748500225018)","+919791830999	"
Titan World,"No 25 & 26Salai RoadDindigul - 624001, ",Open until 09:30 PM,"(10.360407763944306, 77.97594232102391)","+914512421744	"
Titan World,"No 184ANorth Veli StreetMadurai - 625001, ",Open until 08:30 PM,"(9.921169761631777, 78.12519489751793)","+914524379000	"
Titan World,"No 55, SACS Plaza, Alagar Kovil RoadTallakulamMadurai - 625002, ",Open until 08:30 PM,"(57.16344000000004, 65.52135000000004)","+914524360011	"
Titan World,"No 12G, KMA Complex, Bypass RoadRam NagarMadurai - 625010, ",Open until 10:00 PM,"(10.01854000000003, 78.01661000000007)","+919092911000	"
Titan World,"No 23, 80 Feet RoadAnna NagarMadurai - 625020, ",Open until 08:30 PM,"(9.919935683180764, 78.14866998146692)","+914524360600	"
Titan World,"No 41Madurai Main RoadTheni - 625531, ",Open until 09:00 PM,"(9.914270028048957, 78.10274999751108)","+914546251133	"
Titan World,"No 62A, Sri Rajeswari Complex, Municipal RoadAruppukottaiVirudhunagar - 626001, ",Open until 09:30 PM,"(9.590854858000057, 77.96060000000006)","+917339296096	"
Titan World,"No 130A, NRKR RoadPatti StreetVirudhunagar - 626123, ",Open until 09:30 PM,"(58.11298000000005, 68.36263000000008)","+914562272777	"
Titan World,"No 51B/6 & 51B/7, Nainar Shoping ComplexOld Bus Stand RoadTirunelveli - 627001, ",Open until 09:00 PM,"(8.715316788000052, 77.69573048800004)","+919750952616	"
Titan World,"No 22, Trivandram Road, MurugankuruchiPalayamkottaiTirunelveli - 627002, ",Open until 09:00 PM,"(8.723185307000051, 77.73831500000006)","+914622573603	"
Titan World,"No 154/42/21Railway RoadTenkasi - 627811, ",Open until 09:00 PM,"(8.976821808000068, 77.31072500000005)","+919865954477	"
Titan World,"No 223West Great Cotton RoadThoothukudi - 628002, ",Open until 09:00 PM,"(8.803995011283078, 78.15291000909772)","+919442666464	"
Titan World,"No 103, Police Station Road, Avvai Shanmugam SalaiMeenakshipuramNagercoil - 629001, ",Open until 09:00 PM,"(8.183575000000076, 77.43688568800007)","+914652420666	"
Titan World,"No 17/A11, Ganix Square, KP RoadParvathipuram RoadNagercoil - 629001, ",Open until 09:00 PM,"(8.190263706715864, 77.3996119105515)","+914652420333	"
Titan World,"No 170Gandhi RoadKanchipuram - 631501, ",Open until 09:30 PM,"(12.85334162184763, 79.68828305750952)","+914427229046	"
Titan World,"No 66, Officers LaneThiyagarajapuramVellore - 632001, ",Open until 09:30 PM,"(4.516212721000045, -75.64777499999997)","+914162210052	"
Titan World,"No 75/1, 75/2, Gandhi Nagar, Katpadi RoadKatpadiVellore - 632006, ",Open until 08:30 PM,"(12.955490000000054, 79.14075000000008)","+914162247053	"
Titan World,"Old No 1, New No 1E, Gandhi RoadArani RoadArani - 632301, ",Open until 08:30 PM,"(12.664070000000038, 79.27953443700005)","+919677720736	"
Titan World,"No 143/BBangalore RoadKrishnagiri - 635001, ",Open until 08:45 PM,"(12.533767853095789, 78.24670170002945)","+914343239667	"
Titan World,"No 14/9, KG Swamy Complex, GH RoadBagalur RoadHosur - 635109, ",Open until 08:30 PM,"(12.733474198472203, 77.82914237553872)","+914344242220	"
Titan World,"Utility Building, Sipcot Industrial CplxDhargaKrishnagiri - 635126, ",Open until 09:00 PM,"(12.790352683000037, 77.84057500000006)","+914344664462	"
Titan World,"No 84, Vaniyambadi Main RoadTirupathurTirupathur - 635601, ",Open until 09:30 PM,"(12.51173506300006, 78.58198000000004)","+914179221357	"
Titan World,"No 87/2, Bypass RoadAmburVellore - 635802, ",Open until 08:30 PM,"(12.773250000000075, 78.76887394400006)","+919443365456	"
Titan World,"No 87/2, Bypass RoadRanipetVellore - 635802, ",Open until 09:00 PM,"(12.773250000000075, 78.76887394400006)","+919150018916	"
Titan World,"Shop No 43 & 44, Chamundi Shopping CplxFour RoadSalem - 636007, ",Open until 08:30 PM,"(11.662930000000074, 78.14795000000004)","+914274030052	"
Titan World,"No 249/116, KR Square ComplexOmalur Main RoadSalem - 636007, ",Open until 09:00 PM,"(11.659739148537362, 78.15188494482949)","+918438199511	"
Titan World,"1st Floor, Pookadai Shopping ComplexFour RoadSalem - 636009, ",Open until 09:00 PM,"(11.66357000000005, 78.14676000000003)","+914274030053	"
Titan World,"No 194Sarada College RoadSalem - 636016, ",Open until 09:00 PM,"(11.677148162844814, 78.14385852063832)","+914274043553	"
Titan World,"No 204/75, Ganesha ComplexNetaji Bypass RoadDharmapuri - 636701, ",Open until 09:00 PM,"(12.13420199329004, 78.16022446021303)","+919597821123	"
Titan World,"No 62/64, Cutchery StreetKacheri StreetErode - 638001, ",Open until 09:00 PM,"(11.339955998603898, 77.72870956540486)","+919095936036	"
Titan World,"No 810, CP ComplexBrough RoadErode - 638001, ",Open until 09:00 PM,"(11.33508500000005, 77.72773921400005)","+918300067474	"
Titan World,"Door No 25, KVR MallKovai RoadKarur - 639002, ",Open until 09:00 PM,"(10.960080000000062, 78.07254000000006)","+919894037875	"
Titan World,"No 321Oppanakara StreetCoimbatore - 641001, ",Open until 09:30 PM,Not Found,"+914224376665	"
Titan World,"Shop No 10A, Gr Flr, Brookefields PlazaKrishnasamy RoadCoimbatore - 641002, ",Open until 09:30 PM,"(11.010576857115986, 76.95759742894549)","+914222255022	"
Titan World,"No 547B, DB RoadRS PuramCoimbatore - 641002, ",Open until 09:30 PM,"(11.004901031389595, 76.95132222304028)","+914222550149	"
Titan World,"No 84, Zimson Shopping Arcade, Cross Cut RoadGandhipuramCoimbatore - 641012, ",Open until 09:30 PM,"(11.022590000000037, 76.96233292600004)","+914224378882	"
Titan World,"No 123A, Mettupalayam RoadThudiyalurCoimbatore - 641034, ",Open until 10:00 PM,"(11.081760000000031, 76.93397234100007)","+914222993499	"
Titan World,"SF No 201, Shop No G34, Prozone Mall, SivanandhapuramSaravanampattiCoimbatore - 641035, ",Open until 10:00 PM,"(11.078775000000064, 77.00556101600006)","+919894738300	"
Titan World,"963, Kalai Kadhir Building, Fort PharmaAvinashi RoadCoimbatore - 641037, ",Open until 10:00 PM,"(11.013693135676197, 76.9792950363565)","+914224351135	"
Titan World,"No 1703, Trichy RoadRamanatapuramCoimbatore - 641045, ",Open until 09:30 PM,"(10.997020000000077, 76.99894000000006)","+919894961600	"
Titan World,"No 272, 274/452, 1st Street Stanes, Stanes RoadAvinashi Main RoadTiruppur - 641602, ",Open until 09:00 PM,"(11.152672192478363, 77.35558988850283)","+919786963999	"
Titan World,"No 23Muncipal Office RoadTiruppur - 641604, ",Open until 09:30 PM,"(11.10214712166834, 77.34641441500679)","+914212205125	"
Titan World,"No 33Coimbatore RoadPollachi - 642001, ",Open until 09:00 PM,"(10.67097073900004, 77.00732000000005)","+919159641028	"
Titan World,"No 1/1C, Anusham Plaza, Bypass RoadUdumalpetCoimbatore - 642126, ",Open until 09:30 PM,"(10.567645000000027, 77.20605536200003)","+914252225677	"
Titan World,"City CenterFort RoadKannur - 670001, ",Open until 08:00 PM,"(11.870000000000061, 75.36204938500003)","+914972709788	"
Titan World,"No 43/991, Avk Nair RoadThalasseryThalassery - 670101, ",Open until 09:00 PM,"(11.760002285000041, 75.48317500000007)","+914902322223	"
Titan World,"Golden Plaza, KRS Building, CalicutMavoor RoadKozhikode - 673001, ",Open until 08:30 PM,"(11.252659464000033, 75.77816500000006)","+914954013372	"
Titan World,"Shop No 15, Gokulam Galleria, Mavoor RoadArayadathupalamKozhikode - 673004, ",Open until 09:30 PM,"(51.29530242100003, 108.86482916300008)","+919072795288	"
Titan World,"1st Floor, Hilite Mall, Bypass RoadThondayadKozhikode - 673014, ",Open until 09:30 PM,"(50.83817000000005, 108.40841000000006)","+914952434133	"
Titan World,"New No 41/60, Gandhi Bazar RoadSultanpetPalakkad - 678001, ",Open until 08:30 PM,"(10.75729435200003, 76.65294000000006)","+919446278854	"
Titan World,"No 7/550/1College RoadPalakkad - 678001, ",Open until 08:30 PM,"(10.776928681331254, 76.65761077366857)","+917025052176	"
Titan World,"No 19/342, Silver PlazaCalicut RoadPerintalmanna - 679322, ",Open until 08:30 PM,"(10.976370000000031, 76.21771000000007)","+918281109894	"
Titan World,"No 8/291/1, Alsa ArcadeIkkanda Warrier RoadThrissur - 680001, ",Open until 08:30 PM,"(10.520780000000059, 76.22364000000005)","+917034848640	"
Titan World,"Ground Floor, Manual Sons BulidingRound WestThrissur - 680001, ",Open until 08:30 PM,"(10.521052481000027, 76.21940500000005)","+914872442034	"
Titan World,"No F72, 73 & 79, Lulu Intl Shopping MallEdapallyErnakulam - 682024, ",Open until 10:00 PM,"(10.02523350000007, 76.30665000000005)","+914844063040	"
Titan World,"No B6, Ground Floor, Oberon Mall, NH BypassEdappallyErnakulam - 682024, ",Open until 09:00 PM,"(10.02523350000007, 76.30665000000005)","+914844000286	"
Titan World,"G1 & G2, Pioneer TowersMarine DriveErnakulam - 682031, ",Open until 09:00 PM,"(9.977410000000077, 76.27710000000008)","+919995066116	"
Titan World,"Arackal Tourist Home Building, Market Jn, Hill Palace RoadTripunithuraErnakulam - 682301, ",Open until 08:00 PM,"(9.935417210000026, 76.34872500000006)","+917406893188	"
Titan World,"Gold Fort BuildingBridge RoadErnakulam - 683101, ",Open until 08:30 PM,"(10.110730000000046, 76.35001000000005)","+914844017608	"
Titan World,"CSI Commecial Complex, Baker JunctionTalukKottayam - 686001, ",Open until 08:30 PM,"(6.647366336000061, -74.05748560499995)","+919745769430	"
Titan World,"No 22/1088/B13, Grand Centre MallMuvattupuzhaErnakulam - 686661, ",Open until 09:00 PM,"(9.971019947000059, 76.57434500000005)","+919074738654	"
Titan World,"CCNB Road, Iron BridgeMullakkalAlappuzha - 688011, ",Open until 08:00 PM,"(9.491990000000044, 76.43196879300007)","+914772251427	"
Titan World,"Konnnathayil ArcadeTK RoadThiruvalla - 689101, ",Open until 08:00 PM,"(9.378757201000042, 76.56316000000004)","+919895496618	"
Titan World,"Beach RoadChinnakadaKollam - 691001, ",Open until 08:30 PM,"(8.885825000000068, 76.59396429600008)","+914742744477	"
Titan World,"TC28/2445MG RoadThiruvananthapuram - 695001, ",Open until 08:30 PM,Not Found,"+914714060210	"
Titan World,"Ed HeightsPattomThiruvananthapuram - 695004, ",Open until 08:30 PM,"(8.51520000000005, 76.94504000000006)","+914712558592	"
Titan World,"G02, Lulu International Shopping Mall, NH 66AakkulamThiruvananthapuram - 695021, ",Open until 10:00 PM,"(8.50981317000003, 76.88921000000005)","+918086512345	"
Titan World,"No 26 & 30, Bhupen Bose AvenueShyam BazaarKolkata - 700004, ",Open until 08:30 PM,"(22.60085074232373, 88.37058741132294)","+913325334454	"
Titan World,"No P5, Burra BazarKalakar StreetKolkata - 700007, ",Open until 08:30 PM,"(22.584847417480443, 88.35483172213414)","+913346018955	"
Titan World,"No 75CPark StreetKolkata - 700016, ",Open until 09:00 PM,"(22.556875007382125, 88.35035947854415)","+913346025589	"
Titan World,"No 48, Maurya Centre, Gariahat RoadBallygunjKolkata - 700019, ",Open until 08:30 PM,"(22.518610000000024, 88.36187000000007)","+913324641150	"
Titan World,"No 44/1, Heart BeatsElgin RoadKolkata - 700020, ",Open until 08:45 PM,"(22.539140019816884, 88.34996004046405)","+913340034910	"
Titan World,"No 128Rash Behari AvenueKolkata - 700029, ",Open until 09:00 PM,"(22.517189994695215, 88.35158998535553)","+913340089626	"
Titan World,"No 27ARaja Subodh Chandra Mullick RoadKolkata - 700032, ",Open until 09:00 PM,"(22.489612418097206, 88.3722664325125)","+919051844453	"
Titan World,"No 355, Diamond Harbour RoadBehalaKolkata - 700034, ",Open until 08:30 PM,"(22.478270010314077, 88.31294999845)","+919748777198	"
Titan World,"No 269/1BT RoadKolkata - 700036, ",Open until 08:30 PM,"(22.63565998181498, 88.37804000283501)","+913325460231	"
Titan World,"No 1, Diamond Harbour RoadTaratalaKolkata - 700038, ",Open until 08:30 PM,"(22.511269982210948, 88.32197999037896)","+917278442950	"
Titan World,"No 358/1, Sohum Building, NSC Bose RoadNaktalaKolkata - 700047, ",Open until 09:00 PM,"(22.474945000000048, 88.36755500000004)","+913346034376	"
Titan World,"No P59, Mohini Marketing, Scheme 7M, CIT RoadUltadangaKolkata - 700054, ",Open until 08:30 PM,"(22.574189995682886, 88.389479959565)","+913323554209	"
Titan World,"S No 12, 164/1, Gr Flr, Mani Square MallManiktala Main RoadKolkata - 700054, ",Open until 09:00 PM,"(22.581992764762788, 88.38846199297254)","+913340002973	"
Titan World,"AA/45, Ground Floor, Shree TowerVIP RoadKolkata - 700059, ",Open until 08:30 PM,"(22.617400000000032, 88.43302000000006)","+913325700349	"
Titan World,"Shop No D005, Ground Floor, City Centre, Block DSalt Lake, Sector 1Kolkata - 700064, ",Open until 08:30 PM,"(22.58752000000004, 88.40845000000007)","+913340702111	"
Titan World,"Shop No 006, Gr Flr, South City Mall375, Prince Anwar Shah RoadKolkata - 700068, ",Open until 09:00 PM,"(22.50205001444651, 88.36248997988298)","+913324225381	"
Titan World,"No 104, JFC Creations, Jessore RoadNagerbazarKolkata - 700074, ",Open until 08:30 PM,"(22.620508474000076, 88.40512000000007)","+913340730079	"
Titan World,"No 12/1BLindsay StreetKolkata - 700087, ",Open until 09:00 PM,"(22.558770017958608, 88.35368001291232)","+913344067853	"
Titan World,"Shop No G12, 1858/1, GF, Acropolis MallRajdanga Main RoadKolkata - 700107, ",Open until 09:00 PM,"(22.514760000000024, 88.39287000000007)","+913346014059	"
Titan World,"Thakur CornerSodepur Station RoadKolkata - 700114, ",Open until 08:30 PM,"(22.7006800399108, 88.38092740459017)","+917596080620	"
Titan World,"No 92, 56, Karuna Management, Ward No 22SN Banerjee RoadNorth 24 Parganas - 700122, ",Open until 08:30 PM,"(22.769895000000076, 88.39320634500007)","+913325454000	"
Titan World,"No 76/2, Jessore Road SouthHridaypurNorth 24 Parganas - 700127, ",Open until 09:00 PM,"(22.714840007347448, 88.48248999960839)","+913379624061	"
Titan World,"Shop No 104, 1st Floor, City Centre 2RajarhatKolkata - 700136, ",Open until 08:30 PM,"(40.85865899029125, -77.55476796885709)","+913340620057	"
Titan World,"No 307, Kulpi RoadBaruipurKolkata - 700144, ",Open until 08:30 PM,"(22.357690000000048, 88.45196138900008)","+918585093470	"
Titan World,"Plot No CB/218, Premises No 29/1/3, Major Arterial Rd, Action Area INew TownKolkata - 700156, ",Open until 08:30 PM,"(22.616546863986322, 88.46555215317974)","+917605085675	"
Titan World,"No 20, Mohini Times, Dobson RoadDobson RoadHowrah - 711101, ",Open until 09:00 PM,"(22.587924889087233, 88.33975215474918)","+913326669436	"
Titan World,"Shop No 14, Ground Floor, Avani Mall, Road No 32Jagat Banerjee Ghat RoadHowrah - 711102, ",Open until 09:00 PM,"(22.56266001731281, 88.32279999196658)","+913326780371	"
Titan World,"No 144, Rash Behari AvenueChandan NagarChandannagar - 712136, ",Open until 08:30 PM,"(22.864586951000035, 88.36548500000004)","+918336943207	"
Titan World,"No 627, GT Road, BattalaSeramporeHooghly - 712201, ",Open until 08:30 PM,"(22.75175750408337, 88.33123452851079)","+913326529680	"
Titan World,"Puja Ganges, Shivtala 1, Ghat Lane, Uttarpara BhadrakaliKotrungHooghly - 712232, ",Open until 09:00 PM,"(22.67460945112852, 88.34698850345875)","+913335959066	"
Titan World,"Link RoadBasantpore MoreHooghly - 712601, ",Open until 08:00 PM,"(22.87704720983793, 87.79081807506684)","+919748777196	"
Titan World,"No 436/A, GT Road, Boronilpur MoreSripallyBardhaman - 713101, ",Open until 08:30 PM,"(23.23907069772188, 87.86729500479102)","+918373049685	"
Titan World,"Ground Floor, City CentreShahid Khudiram SaraniDurgapur - 713216, ",Open until 08:30 PM,"(23.539277368305875, 87.29315132303597)","+918373049687	"
Titan World,"Shop No 21, Parbati Shopping Arcade, Block C, GT RoadAshram MoreAsansol - 713301, ",Open until 09:00 PM,"(23.68297000000007, 86.98351000000008)","+918373049688	"
Titan World,"Holding No 783/304, Ward No 22, Keranitola RoadKotwaliMidnapore - 721101, ",Open until 08:30 PM,"(22.418165440000053, 87.32654000000008)","+919083248732	"
Titan World,"No 258/223/1, Malancha RoadMalanchaWest Midnapore - 721304, ",Open until 09:00 PM,"(22.377755000000036, 87.26252429200008)","+919903240284	"
Titan World,"Holding No 236, Barpadumbasan, Ward No 04TamlukTamluk - 721636, ",Open until 08:30 PM,"(22.296226107000052, 87.92596093500003)","+919831506999	"
Titan World,"Holding No 204Nutanchati RoadBankura - 722101, ",Open until 08:30 PM,"(23.235280000000046, 87.06917440600006)","+918695522488	"
Titan World,"No 39, Ground FloorDeshbandhu RoadPurulia - 723101, ",Open until 08:30 PM,"(23.343166865665644, 86.3658209497781)","+917363854097	"
Titan World,"Ground Floor, Chandni ParaMasjid MoreSuri - 731101, ",Open until 08:30 PM,"(23.910700000000077, 87.52868000000007)","+919874357917	"
Titan World,"Santi TradingRabindra AvenueMalda - 732101, ",Open until 09:00 PM,"(25.00100332740894, 88.14026336841897)","+919434020728	"
Titan World,"No 188/1/175, Lenin Sarani, Ward No 13, 3/5 MoreBalurghatBalurghat - 733101, ",Open until 09:00 PM,"(25.229631141000027, 88.78103500000003)","+919733222922	"
Titan World,"Mohanbati, NS RoadUttar DinajpurRaiganj - 733134, ",Open until 09:00 PM,"(25.688450000000046, 88.10771203900003)","+919907119954	"
Titan World,"Sibal Mansion16 Hill Cart RoadSiliguri - 734001, ",Open until 08:30 PM,"(26.70904686037617, 88.42721486557537)","+919830115617	"
Titan World,"Shop No 13, Cosmos Mall, 2nd Mile, Shevok RoadTopselSiliguri - 734001, ",Open until 09:30 PM,"(26.729559985329196, 88.43008499985098)","+913532545365	"
Titan World,"Shop No C0009, GF, City Centre Mall, NH 31, MatigaraUttrayanSiliguri - 734010, ",Open until 08:30 PM,"(26.727545867246278, 88.40219385278942)","+913532576004	"
Titan World,"Ground FloorKadamtalaJalpaiguri - 735101, ",Open until 08:30 PM,"(26.535467234000066, 88.72058000000004)","+919800826944	"
Titan World,"Ground FloorRupnarayan RoadCooch Behar - 736101, ",Open until 08:30 PM,"(26.316800000000057, 89.46435976000004)","+913582295621	"
Titan World,"Ground Floor, Thondupling BuildingMG RoadEast Sikkim - 737101, ",Open until 07:30 PM,"(27.33979568500007, 88.61741500000005)","+917029975414	"
Titan World,"No 6/1, Pandit LK Moitra RoadNederpara MoreKrishnanagar - 741101, ",Open until 08:30 PM,"(23.40545399471839, 88.4904730774553)","+913472250004	"
Titan World,"No 2, Chakdah Bongaon Road, LalpurChakdahaChakdaha - 741222, ",Open until 09:30 PM,"(23.05744500000003, 88.57118620400007)","+918100246166	"
Titan World,"No 19A, Gulgalia Bhawan, Netaji RoadKhagraMurshidabad - 742103, ",Open until 08:30 PM,"(24.11928000000006, 88.24946977000008)","+919733613333	"
Titan World,"No 145/18, Bazar Para Road, Bazar ParaRaghunathganjUmarpur - 742225, ",Open until 08:30 PM,"(24.46689807200005, 88.06456500000007)","+918345932848	"
Titan World,"No 255/1, East Ghosh Para Road, NoaparaShyamnagarKolkata - 743127, ",Open until 08:30 PM,"(22.82076500000005, 88.41220421700007)","+918276817171	"
Titan World,"60 KGR PathBijpurKanchrapara - 743145, ",Open until 08:30 PM,"(22.937230000000056, 88.45718214000004)","+919073940947	"
Titan World,"Premises No 60, Jessore RoadJoygachiHabra - 743263, ",Open until 08:30 PM,"(22.85080000000005, 88.68679654800007)","+919748777188	"
Titan World,"No 957, Jal Tank Para, Nuton PoleDimond HarbourDiamond Harbour - 743331, ",Open until 08:30 PM,"(22.195290000000057, 88.18366000000003)","+917044042212	"
Titan World,"Plot No B/53, Ground Floor, Khata No 651, Unit No 11Saheed NagarBhubaneswar - 751007, ",Open until 09:00 PM,"(20.28104705396503, 85.84808384403232)","+916742540900	"
Titan World,"No 56, SGBL, JanpathAshok NagarBhubaneswar - 751009, ",Open until 08:30 PM,"(20.265999525181716, 85.83661947328089)","+916742535700	"
Titan World,"LG 21 & 21A, Forum Esplanade MallRasulgarhBhubaneswar - 751010, ",Open until 08:00 PM,"(-5.185520432223564, -42.765298267902494)","+916370701682	"
Titan World,"No N/4/237, ID MarketNayapalliKhorda - 751015, ",Open until 09:00 PM,"(20.289365000000032, 85.80613419000008)","+919348609015	"
Titan World,"Plot No 516/1755, Oeu House, Kiit RoadPatiaBhubaneswar - 751024, ",Open until 09:30 PM,"(20.356855000000053, 85.81974566500008)","+916742725588	"
Titan World,"Trimurti Heights, Grand RoadBadasankhaPuri - 752002, ",Open until 09:30 PM,"(19.85347500000006, 85.87972784000004)","+918339072222	"
Titan World,"Buxi Bazar, Rajtarangini Cinema RoadBaropatharCuttack - 753001, ",Open until 08:30 PM,"(20.475336085000038, 85.87732500000004)","+916712432271	"
Titan World,"Ground Floor, Beekay EnterpriseBK RoadCuttack - 753003, ",Open until 08:30 PM,"(20.47563142100006, 85.90337500000004)","+916712411700	"
